,Exception Name,GeoPy Sub,Carnegie Name,MSI Classification,Research Classification
0,"ABOR, University of Arizona","888 N EUCLID AVE,  Tucson, AZ 85722",University of Arizona,HSI,R1
1,Academia Sinica,None,Academia Sinica,None,F
2,Academia Sinica,None,Academia Sinica,None,F
3,Academia Sinica Institute of Astronomy and Astrophysics,None,Academia Sinica Institute of Astronomy and Astrophysics,None,F
4,Adler Planetarium,None,Adler Planetarium,None,RC
5,Adler Planetarium,None,Adler Planetarium,None,RC
6,"ADNET Systems, Inc.","6720B Rockledge Dr,Bethesda, MD","ADNET Systems, Inc.",None,I
7,Agenzia Spaziale Italiana,None,Agenzia Spaziale Italiana,None,F
8,Agenzia Spaziale Italiana,None,Agenzia Spaziale Italiana,None,F
9,AIP,None,AIP,None,F
10,Alabama A&M University,Alabama A & M University,Alabama A & M University,HBCU,R2 - 18
11,ALMA SCO,None,ALMA SCO,None,F
12,ALMA SCO,None,ALMA SCO,None,F
13,"American Alliance Financial & Funding Group, LLC",49435-9755,"American Alliance Financial & Funding Group, LLC",None,I
14,American Astronomical Society,None,American Astronomical Society,None,I
15,American Astronomical Society,None,American Astronomical Society,None,I
16,American Museum of Natural History,None,American Museum of Natural History,None,RC
17,American Museum of Natural History,None,American Museum of Natural History,None,RC
18,"American Museum Of Natural History, The",American Museum Of Natural History,American Museum of Natural History,None,RC
19,Ames Research Center,None,Ames Research Center,None,G
20,Aoyama Gakuin University,None,Aoyama Gakuin University,None,F
21,Aoyama Gakuin University,None,Aoyama Gakuin University,None,F
22,Arecibo Observatory,None,Arecibo Observatory,None,None
23,Arecibo Observatory,None,Arecibo Observatory,None,None
24,Argonne National Laboratory,None,Argonne National Laboratory,None,G
25,Argonne National Laboratory,None,Argonne National Laboratory,None,G
26,"Arizona Board of Regents, University of Arizona","888 N EUCLID AVE,  Tucson, AZ 85722",University of Arizona,HSI,R1
27,Arizona State University,None,Arizona State University Campus Immersion,HSI,R1
28,ARIZONA STATE UNIVERSITY,None,Arizona State University Campus Immersion,HSI,R1
29,Arizona State University (School of Earth and Space Exploration),None,Arizona State University Campus Immersion,HSI,R1
30,Armagh Observatory and Planetarium,None,Armagh Observatory and Planetarium,None,F
31,Armagh Observatory and Planetarium,None,Armagh Observatory and Planetarium,None,F
32,"Associated Universities, Inc.","1400 16th St NW, Washington, DC 20036","Associated Universities, Inc.",None,I
33,"Association Of Universities For Research In Astronomy, Inc.","1331 Pennsylvania Ave. NW, Washington, DC 20004","Association Of Universities For Research In Astronomy, Inc.",None,I
34,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",None,"Association Of Universities For Research In Astronomy, Inc.",None,I
35,ASTRON,None,Space Research Organization Netherlands,None,F
36,Astronomical Institute ASCR,None,Astronomical Institute ASCR,None,F
37,"Astronomical Institute, AV CR",None,Astronomical Institute ASCR,None,F
38,Astrophysical Advances,"607 Marion Pl, Palo Alto, CA",Astrophysical Advances,None,I
39,ASTROPHYSICAL ADVANCES,None,Astrophysical Advances,None,I
40,"Astrophysics Group, University of Exeter",None,University of Exeter,None,F
41,Astrophysics Science Division,None,NASA,None,G
42,ASU,None,Arizona State University Campus Immersion,None,R1
43,ATA Aerospace,None,ATA Aerospace,None,I
44,ATA Aerospace,None,ATA Aerospace,None,I
45,AUI,None,"Association Of Universities For Research In Astronomy, Inc.",None,I
46,AURA/NSO,None,"Association Of Universities For Research In Astronomy, Inc.",None,I
47,Autonomous University of Madrid,None,Autonomous University of Madrid,None,F
48,Ball Aerospace,None,Ball Aerospace,None,I
49,Ball Aerospace & Technologies Corp,None,Ball Aerospace,None,I
50,Ball Aerospace & Technologies Corp.,None,Ball Aerospace,None,I
51,Ball Aerospace & Technologies Corporation,80026-1289,Ball Aerospace,None,I
52,Ball Aerospace and Technologies Corp.,None,Ball Aerospace,None,I
53,BARNARD COLLEGE,None,Barnard College,None,4Y
54,Battel Engineering,None,Battel Engineering,None,I
55,Battel Engineering,None,Battel Engineering,None,I
56,Battelle Memorial Institute,None,Battelle Memorial Institute,None,I
57,Battelle Memorial Institute,None,Battelle Memorial Institute,None,I
58,"Bay Area Environmental Research Institute, Inc.",Ames Research Center,Ames Research Center,None,G
59,Ben Margalit,None,None,None,None
60,Bishop's University,None,Bishop's University,None,F
61,Bishop's University,None,Bishop's University,None,F
62,Blue Marble Space,None,Blue Marble Space,None,RC
63,Blue Marble Space,None,Blue Marble Space,None,RC
64,BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION,"University of Nevada, Las Vegas",University of Nevada-Las Vegas,None,R1
65,Boston Micromachines,None,Boston Micromachines,None,I
66,Boston Micromachines,None,Boston Micromachines,None,I
67,Boston Micromachines Corporation,02138-1070,Boston Micromachines Corporation,None,I
68,Boston Univesity,None,Boston University,None,R1
69,Boston Univestiy,None,Boston University,None,R1
70,BRIGHAM YOUNG UNIVERSITY,None,Brigham Young University,None,R2
71,Brookhaven Naitonal Lab.,None,Brookhaven National Laboratory,None,G
72,Brookhaven National Lab,None,Brookhaven National Laboratory,None,G
73,Brookhaven National Laboratory,None,Brookhaven National Laboratory,None,G
74,Brookhaven National Laboratory,None,Brookhaven National Laboratory,None,G
75,Brookhaven Science Associates,11973,Brookhaven Science Associates,None,I
76,BROWN UNIVERSITY,None,Brown University,None,R1
77,Bryka Skystocks LLC,None,Bryka Skystocks LLC,None,I
78,Bryka Skystocks LLC,None,Bryka Skystocks LLC,None,I
79,Burrows Consulting,None,Burrows Consulting,None,I
80,Burrows Consulting,None,Burrows Consulting,None,I
81,Busek Co. Inc.,01760-1023,Busek Co. Inc.,None,I
82,Cal Poly Pomona Foundation,None,California State Polytechnic University-Pomona,None,R2 - 18
83,Cal Poly San Luis Obispo,None,California Polytechnic State University-San Luis Obispo,None,R2 - 18
84,California Association For Research In Astronomy,96743-8431,California Association For Research In Astronomy,None,I
85,California Institute of  Technology,None,California Institute of Technology,None,R1
86,CALIFORNIA INSTITUTE OF TECHNOLOGY,None,California Institute of Technology,None,R1
87,California Institute of Technology- CalTech,None,California Institute of Technology,None,R1
88,California Institute of Technology/Jet Propulsion Laboratory,None,California Institute of Technology,None,R1
89,"California Polytechnic State University, San Luis Obispo",None,California Polytechnic State University-San Luis Obispo,None,R2 - 18
90,California State Univ at Los Angeles,None,California State University-Los Angeles,HSI,R2 - 18
91,California State University at Northridge,None,California State University-Northridge,HSI,R2 - 18
92,California State University Fullerton,None,California State University-Fullerton,None,R2
93,California State University Northridge,None,California State University-Northridge,HSI,R2 - 18
94,CALIFORNIA STATE UNIVERSITY SAN MARCOS CORPORATION,92096-0001,California State University-San Marcos,None,R2 - 18
95,"California State University, Fresno",None,California State University-Fresno,None,R2
96,"California State University, Fullerton",None,California State University-Fullerton,None,R2
97,"California State University, Northridge",None,California State University-Northridge,HSI,R2 - 18
98,"California State University, San Francisco",California State University San Francisco,San Francisco State University,None,R2
99,"California State University, San Marcos",None,California State University-San Marcos,HSI,R2 - 18
100,Caltech,None,California Institute of Technology,None,R1
101,Caltech- IPAC,None,California Institute of Technology,None,R1
102,Caltech/IPAC,None,California Institute of Technology,None,R1
103,Cardiff University,None,Cardiff University,None,F
104,Cardiff University,None,Cardiff University,None,F
105,Carnegie Institution,20015-1305,Carnegie Institution for Science,None,RC
106,Carnegie Institution for Science,None,Carnegie Institution for Science,None,RC
107,Carnegie Institution Of Washington,None,Carnegie Institution for Science,None,RC
108,CARNEGIE INSTITUTION OF WASHINGTON,None,Carnegie Institution for Science,None,RC
109,Carnegie Institution of Washington,None,Carnegie Institution for Science,None,RC
110,Carnegie Mellon,None,Carnegie Mellon University,None,R1
111,CARNEGIE MELLON UNIVERSITY,None,Carnegie Mellon University,None,R1
112,Carnegie Observatories,None,Carnegie Institution for Science,None,RC
113,CASE WESTERN RESERVE UNIVERSITY,None,Case Western Reserve University,None,R1
114,Catholic University Of America,None,The Catholic University of America,None,R2
115,Catholic University of America,None,The Catholic University of America,None,R2
116,CATHOLIC UNIVERSITY OF AMERICA (THE),CATHOLIC UNIVERSITY OF AMERICA,The Catholic University of America,None,R2
117,CEA,None,CEA,None,F
118,CEA,None,CEA,None,F
119,CEA Saclay,None,CEA Saclay\,None,F
120,CEA Saclay,None,CEA Saclay\,None,F
121,Center for Astrophysics | Harvard & Smithsonian,None,Harvard University,None,R1
122,Center for Astrophysics | Harvard &amp; Smithsonian,None,Harvard University,None,R1
123,Center for Atmospheric Research,None,University of Massachusetts-Lowell,None,R2
124,Center for Research and Exploration in Space Science & Technology/GSFC,None,NASA Goddard Space Flight Center,None,G
125,"Center for Theoretical Physics, Polish Academy of Sciences",None,"Center for Theoretical Physics, Polish Academy of Sciences",None,F
126,"Center for Theoretical Physics, Polish Academy of Sciences",None,"Center for Theoretical Physics, Polish Academy of Sciences",None,F
127,Centre de Recherche Astrophysique de Lyon,None,Centre de Recherche Astrophysique de Lyon,None,F
128,Centre de Recherche Astrophysique de Lyon,None,Centre de Recherche Astrophysique de Lyon,None,F
129,Centro de Astrobiologia,None,Centro de Astrobiologia,None,F
130,Centro de Astrobiologia,None,Centro de Astrobiologia,None,F
131,Centro De Astrobiologia CAB-CSIC,None,Centro De Astrobiologia CAB-CSIC,None\,F
132,Centro De Astrobiologia CAB-CSIC,None,Centro De Astrobiologia CAB-CSIC,None\,F
133,"Centro de Astrobiologia, ESAC",None,"Centro de Astrobiologia, ESAC",None,F
134,"Centro de Astrobiologia, ESAC",None,"Centro de Astrobiologia, ESAC",None,F
135,CfA | Harvard &amp; Smithsonian,None,Harvard University,None,R1
136,CFE Services,None,CFE Services,None,I
137,CFE Services,None,CFE Services,None,I
138,Chalmers,None,Chalmers University of Technology,None,F
139,Chalmers University of Technology,None,Chalmers University of Technology,None,F
140,Chalmers University of Technology,None,Chalmers University of Technology,None,F
141,Charles University,None,Charles University,None,F
142,Charles University,None,Charles University,None,F
143,City University of New York - LaGuardia Community College,None,CUNY LaGuardia Community College,HSI,2Y
144,"Clark Atlanta University, Inc",CLARK ATLANTA UNIVERSITY,Clark Atlanta University,None,R2
145,Clayton State University,None,Clayton  State University,None,R2 - 19
146,CNRS,None,National Centre for Scientific Research,None,F
147,CNRS - Laboratoire d'Astrophysique de Marseille,None,National Centre for Scientific Research,None,F
148,CNRS - Observatoire de la Côte d'Azur,None,National Centre for Scientific Research,None,F
149,"CNRS, Institut d'Astrophysique de Paris",None,"CNRS, Institut d'Astrophysique de Paris",None,F
150,"CNRS, Institut d'Astrophysique de Paris",None,"CNRS, Institut d'Astrophysique de Paris",None,F
151,COLLEGE OF CHARLESTON,None,College of Charleston,None,R2 - 19
152,College of New Jersey,08618-1104,The College of New Jersey,None,R2 - 18
153,College of St Scholastica Inc,College of St Scholastica,The College of Saint Scholastica,None,R2 - 17
154,College of William and Mary,None,William & Mary,None,R2
155,"Colleges Of The Seneca, Inc.",Hobart and William Smith Colleges,Hobart Wiliam Smith Colleges,None,R2 - 21
156,COLORADO SEMINARY,None,Denver Seminary,None,R2 - 19
157,Colorado State University,None,Colorado State University-Fort Collins,None,R1
158,Columbia University,None,Columbia University in the City of New York,None,R1
159,"Computational Physics, Inc.",22151-2115,"Computational Physics, Inc.",None,I
160,"Conceptual Analytics, LLC",None,"Conceptual Analytics, LLC",None,I
161,"Conceptual Analytics, LLC",None,"Conceptual Analytics, LLC",None,I
162,"Connecticut State University, New Haven",None,Southern Connecticut State University,None,R2 - 18
163,Consulting & Research,07052-2250,Consulting & Research,None,I
164,"Continuum Space Systems, Inc.","392 W Palm St., Altadena, CA 91001","Continuum Space Systems, Inc.",None,I
165,CORNELL UNIVERSITY,None,Cornell University,None,R1
166,"CORPORATION OF HAVERFORD COLLEGE, THE",19041-1336,Haverford College,None,R2 - 21
167,"Corporation of Haverford College,The",Haverford College,Haverford College,None,R2 - 21
168,COSI Science Center,None,COSI Science Center,None,RC
169,COSI Science Center,None,COSI Science Center,None,RC
170,cosine measurement systems,None,cosine measurement systems,None,F
171,cosine Research BV,None,cosine measurement systems,None,F
172,CREST Physchem Research Services LLC,75248-4222,CREST Physchem Research Services LLC,None,I
173,Cristilyn Gardner-Watkins,None,None,None,None
174,CSU FULLERTON AUXILIARY SERVICES CORPORATION,92831-3547,California State University-Fullerton,None,R2
175,CSUSB,None,California State University-San Bernardino,HSI,R2
176,CU Boulder,None,University of Colorado Boulder,None,R1
177,DARK,None,DARK,None,F
178,DARK,None,DARK,None,F
179,Dark Cosmology Center,None,University of COpenhagen,None,F
180,David Brinegar And Company,02906-0515,David Brinegar And Company,None,I
181,Delft University of Technology,None,Delft University of Technology,None,F
182,Delft University of Technology,None,Delft University of Technology,None,F
183,Department of EAPS,None,Massachusetts Institute of Technology,None,R1
184,Department of Physical Sciences,None,None,None,None
185,Department of Physics,None,None,None,None
186,Department of Physics and Astronomy,None,None,None,None
187,DESY,None,DESY,None,F
188,DESY,None,DESY,None,F
189,DFRL,None,United States Air Force Academy,None,4Y
190,"Discovery Semiconductors, Inc.",08628-3200,"Discovery Semiconductors, Inc.",None,I
191,Donostia International Physics Center,None,Donostia International Physics Center,None,F
192,Donostia International Physics Center,None,Donostia International Physics Center,None,F
193,Dr. Renato Dupke,None,None,None,None
194,DREXEL UNIVERSITY,None,Drexel University,None,R1
195,DRS Daylight Solutions,None,DRS Daylight Solutions,None,I
196,DRS Daylight Solutions,None,DRS Daylight Solutions,None,I
197,"DRS Sensors & Targeting Systems, Inc.",90630-4833,"DRS Sensors & Targeting Systems, Inc.",None,I
198,DTU Space - Technical University of Denmark,None,DTU Space - Technical University of Denmark,None,F
199,DTU Space - Technical University of Denmark,None,DTU Space - Technical University of Denmark,None,F
200,Dublin Institute for Advanced Studies,None,Dublin Institute for Advanced Studies,None,F
201,Dublin Institute for Advanced Studies,None,Dublin Institute for Advanced Studies,None,F
202,Duhram University,None,Durham University,None,F
203,Durham Univ.,None,Durham University,None,F
204,Durham University,None,Durham University,None,F
205,Durham University,None,Durham University,None,F
206,EAST TENNESSEE STATE UNIVERSITY,None,East Tennessee State University,None,R2
207,East Tennessee State University Foundation,East Tennessee State University,East Tennessee State University,None,R2
208,Edmund Optics,None,Edmund Optics,None,I
209,Edmund Optics,None,Edmund Optics,None,I
210,Embry Riddle Aeronautical University,None,Embry-Riddle Aeronautical University-Daytona Beach,None,R2 - 18
211,Embry-Riddle Aeronautical University,None,Embry-Riddle Aeronautical University-Daytona Beach,None,R2 - 18
212,"Embry-Riddle Aeronautical University, Inc.",Embry-Riddle Aeronautical University,Embry-Riddle Aeronautical University-Daytona Beach,None,R2 - 18
213,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY, INC.",None,Embry-Riddle Aeronautical University-Daytona Beach,None,R2 - 18
214,"ENERGY LIVERMORE OFFICE, UNITED STATES DEPARTMENT OF",94550-9698,Lawrence Livermore National Laboratory,None,G
215,Eotvos University,None,Eotvos University,None,F
216,Eotvos University TTK,None,Eotvos University,None,F
217,EPFL,None,EPFL,None,F
218,EPFL,None,EPFL,None,F
219,ESA,None,European Space Agency,None,F
220,ESA/ESTEC,None,European Space Agency,None,F
221,ESO,None,European Southern Observatory,None,F
222,ETSU,None,East Tennessee State University,None,R2
223,Eureka Scientific,None,"Eureka Scientific, Inc.",None,I
224,Eureka Scientific inc.,None,"Eureka Scientific, Inc.",None,I
225,"Eureka Scientific, Inc.","2452 Delmer Street, Oakland, CA","Eureka Scientific, Inc.",None,I
226,"EUREKA SCIENTIFIC, INC.",None,"Eureka Scientific, Inc.",None,I
227,"Eureka Scientific, Inc.\",None,"Eureka Scientific, Inc.",None,I
228,European Southern Observatory,None,European Southern Observatory,None,F
229,European Southern Observatory,None,European Southern Observatory,None,F
230,European Space Agency,None,European Space Agency,None,F
231,European Space Agency - ESA,None,European Space Agency,None,F
232,European Space Agency (ESA),None,European Space Agency,None,F
233,Expeed Software,None,Expeed Software,None,I
234,Expeed Software,None,Expeed Software,None,I
235,F,None,Los Alamos National Laboratory,None,G
236,federal university of acre,None,Federal University of Acre,None,F
237,Fermi Lab,None,Fermi Lab,none,G
238,Fermi National Accelerator Laboratory,None,Fermi National Accelerator Laboratory,None,G
239,Fermi National Accelerator Laboratory (FNAL),None,Fermi Lab,none,G
240,"Fermi Research Alliance, LLC",60510-5011,"Fermi Research Alliance, LLC",None,I
241,Fermilab,None,Fermi National Accelerator Laboratory,None,G
242,"Fibertek, Inc.",20171-4603,"Fibertek, Inc.",None,I
243,Flatiron Institute,None,Flatiron Institute,None,RC
244,Flatiron Institute,None,Flatiron Institute,None,RC
245,Florida A & M University,None,Florida Agricultural and Mechanical University,HBCU,R2
246,FLORIDA ATLANTIC UNIVERSITY,None,Florida Atlantic University,None,R2
247,Florida Institute Of Technology,None,Florida Institute of Technology,None,R2
248,FLORIDA INSTITUTE OF TECHNOLOGY INC,Florida Institute of Technology,Florida Institute of Technology,None,R2
249,FLORIDA STATE UNIVERSITY,None,Florida State University,None,R1
250,florida state university,None,Florida State University,None,R1
251,Foundation for Research and Technology,None,Foundation for Research and Technology,None,F
252,Foundation for Research and Technology (FORTH),None,Foundation for Research and Technology,None,F
253,Freie Universität Berlin,None,Freie Universität Berlin,None,F
254,Freie Universität Berlin,None,Freie Universität Berlin,None,F
255,Freie Universitat Berlin,None,Freie Universitat Berlin,None,F
256,Freie Universitat Berlin,None,Freie Universitat Berlin,None,F
257,Gemini Observatory,None,Gemini Observatory,None,None
258,Gemini Observatory/Chile,None,Gemini Observatory,None,None
259,GEORGE MASON UNIVERSITY,None,George Mason University,None,R1
260,"GEORGE WASHINGTON UNIVERSITY, THE",None,George Washington University,None,R1
261,Georgia Institute of Technology,None,Georgia Institute of Technology-Main Campus,None,R1
262,Georgia Southern University Research And Service Foundation,30460-1000,Georgia Southern University,None,R2
263,"Georgia State University Research Foundation, Inc.",Georgia state university,Georgia State University,None,R1
264,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",None,Georgia State University,None,R1
265,Georgia Tech,None,Georgia Institute of Technology-Main Campus,None,R1
266,Georgia Tech Research Corp.,None,Georgia Institute of Technology-Main Campus,None,R1
267,Georgia Tech Research Corporation,None,Georgia Institute of Technology-Main Campus,None,R1
268,GEORGIA TECH RESEARCH CORPORATION,None,Georgia Institute of Technology-Main Campus,None,R1
269,GMTO Corporation,None,GMTO Corporation,None,RC
270,GMTO Corporation,None,GMTO Corporation,None,RC
271,Goddard,None,NASA Goddard Space Flight Center,None,G
272,Goddard Space Flight Center,None,NASA Goddard Space Flight Center,None,G
273,"Grassmere Dynamics, LLC","513 Bain Dr SE, Huntsville, AL","Grassmere Dynamics, LLC",None,I
274,Green Bank Observatory,None,Green Bank Observatory,None,None
275,Green Bank Observatory,None,Green Bank Observatory,None,None
276,GSFC,None,NASA Goddard Space Flight Center,None,G
277,GSFC/NASA,None,NASA Goddard Space Flight Center,None,G
278,H Councill Trenholm State Community College,"1225 Air Base Blvd, Montgomery, AL 36108",H Councill Trenholm State Community College,HBCU,None
279,Hannah Diamond-Lowe,None,None,None,None
280,Harris Corporation,None,Harris Corporation,None,I
281,Harris Corporation,None,Harris Corporation,None,I
282,Harvard,None,Harvard University,None,R1
283,Harvard College Observatory,None,Harvard University,None,R1
284,Harvard Smithsonian Center for Astrophysics,None,Harvard University,None,R1
285,Harvard University Dept of Astronomy,None,Harvard University,None,R1
286,Harvard-Smithsonian Center for Astrophysics,02138-1516,Harvard University,None,R1
287,harvard-smithsonian center for astrophysics,None,Harvard University,None,R1
288,Harvard-Smithsonian Center For Astrophysics,None,Harvard University,None,R1
289,Heriot-Watt University,None,Heriot-Watt University,None,F
290,Heriot-Watt University,None,Heriot-Watt University,None,F
291,HOBART AND WILLIAM SMITH COLLEGES,None,Hobart William Smith Colleges,None,4Y
292,Hobart and William Smith Colleges,None,Hobart William Smith Colleges,None,4Y
293,"Howard University, Inc.",Howard University,Howard University,None,R2
294,Hunter College,None,CUNY Hunter College,HSI,R2 - 18
295,"Hypres, Inc.",10523-1109,"Hypres, Inc.",None,I
296,IA-UNAM-E,None,Instituto de Astronomía,None\,F
297,IAFE,None,Institute for Research in Astronomy and Astrophysics,None,F
298,Imperial College,None,Imperial College,None,F
299,Imperial College London,None,Imperial College London,None,F
300,Imperial College London,None,Imperial College London,None,F
301,Imperial College of Science Technology and Medicine,None,Imperial College,None,F
302,INAF,None,National Institute for Astrophysics,None,F
303,INAF - Istituto di Astrofisica e Planetologia Spaziali,None,INAF - Istituto di Astrofisica e Planetologia Spaziali,None,F
304,INAF - Istituto di Astrofisica e Planetologia Spaziali,None,INAF - Istituto di Astrofisica e Planetologia Spaziali,None,F
305,INAF - Osservatorio Astrofisico di Arcetri,None,INAF - Osservatorio Astrofisico di Arcetri,None,F
306,INAF - Osservatorio Astrofisico di Arcetri,None,INAF - Osservatorio Astrofisico di Arcetri,None,F
307,INAF - Osservatorio Astronomico di Brera,None,National Institute for Astrophysics,None,F
308,INAF-IRA,None,National Institute for Astrophysics,None,F
309,INAF-IRA Bologna,None,National Institute for Astrophysics,None,F
310,INAF-Osservatorio di Astrofisica e Scienza dello Spazio,None,INAF-Osservatorio di Astrofisica e Scienza dello Spazio,None,F
311,INAF-Osservatorio di Astrofisica e Scienza dello Spazio,None,INAF-Osservatorio di Astrofisica e Scienza dello Spazio,None,F
312,INAF-Osservatorio di Astrofisica e Scienza dello Spazio in Bologna,None,National Institute for Astrophysics,None,F
313,"INAF, Osservatorio Astronomico di Trieste",None,National Institute for Astrophysics,None,F
314,INAOE,None,INAOE,None,F
315,INAOE,None,INAOE,None,F
316,Indiana University,None,Indiana University-Bloomington,None,R1
317,Indiana University Bloomington,None,Indiana University-Bloomington,None,R1
318,INDIANA UNIVERSITY OF PENNSYLVANIA,None,Indiana University of Pennsylvania-Main Campus,None,R2
319,Indiana University System,None,Indiana University-Bloomington,None,R1
320,INPE,None,INPE,None,F
321,INPE,None,INPE,None,F
322,"InsightSTEM, Inc.",None,"InsightSTEM, Inc.",None,I
323,"InsightSTEM, Inc.",None,"InsightSTEM, Inc.",None,I
324,Institut Astrophysique de Paris,None,Institut Astrophysique de Paris,None,F
325,Institut Astrophysique de Paris,None,Institut Astrophysique de Paris,None,F
326,Institut d'Astrophysique Spatiale,None,Institut d'Astrophysique Spatiale,None,F
327,Institut d'Astrophysique Spatiale,None,Institut d'Astrophysique Spatiale,None,F
328,Institut de Planetologie et d Astrophysique de Grenoble (IPAG),None,IPAG,None,F
329,Institute for Advanced Study,None,Princeton University,None,R1
330,Institute For Advanced Study,None,Princeton University,None,R1
331,INSTITUTE FOR ADVANCED STUDY - LOUIS BAMBERGER AND MRS. FELIX FULD FOU,Princeton University,Princeton University,None,R1
332,Institute for Astronomy,None,None,None,None
333,"Institute for Astronomy, University of Edinburgh",None,University of Edinburgh,None,F
334,Institute for Research in Astronomy and Astrophysics,None,Institute for Research in Astronomy and Astrophysics,None,F
335,"Institute For Scientific Research, Inc.",01890-1302,"Institute For Scientific Research, Inc.",None,RC
336,Institute for Theoretical Astrophysics,None,Institute for Theoretical Astrophysics,None,F
337,Institute for Theoretical Astrophysics,None,Institute for Theoretical Astrophysics,None,F
338,"Institute of Astronomy and Astrophysics, Academia Sinica",None,Academia Sinica Institute of Astronomy and Astrophysics,None,F
339,"Institute of Astronomy, University of Cambridge",None,University of Cambridge,None,F
340,Institute of Astrophysics and Space Sciences,None,Institute of Astrophysics and Space Sciences,None,F
341,Institute of Astrophysics and Space Sciences,None,Institute of Astrophysics and Space Sciences,None,F
342,"Institute of Computational Cosmology, Durham University",None,Durham University,None,F
343,Instituto de Astrofísica de Canarias,None,Instituto de Astrofísica de Canarias,None,F
344,Instituto de Astrofísica de Canarias,None,Instituto de Astrofísica de Canarias,None,F
345,Instituto de Astrofisica de Canarias,None,Instituto de Astrofisica de Canarias,None,F
346,Instituto de Astrofisica de Canarias,None,Instituto de Astrofisica de Canarias,None,F
347,Instituto de Astronom&iacute;a Te&oacute;rica y Experimental,None,Instituto de Astronom&iacute;a Te&oacute;rica y Experimental,None,F
348,Instituto de Astronom&iacute;a Te&oacute;rica y Experimental,None,Instituto de Astronom&iacute;a Te&oacute;rica y Experimental,None,F
349,"Instituto de Astronom&iacute;a, UNAM",None,National Autonomous University of Mexico,None,F
350,Instituto de Astronomía,None,Instituto de Astronomía,None\,F
351,"Instituto de Astronomia, UNAM",None,National Autonomous University of Mexico,None,F
352,"Instituto de Astronomia, Universidad Nacional Autonoma de Mexico",None,National Autonomous University of Mexico,None,F
353,Iowa State Univ.,None,Iowa State University,None,R1
354,"Iowa State University, Ames",None,Iowa State University,None,R1
355,"IPAC, Caltech",None,California Institute of Technology,None,R1
356,IPAC/Caltech,None,California Institute of Technology,None,R1
357,IPAG,None,IPAG,None,F
358,IRAM,None,IRAM,None,F
359,IRAM,None,IRAM,None,F
360,IRAP,None,Research Institute in Astrophysics and Planetology,None,F
361,IRAP (CNRS/Univ. Toulouse),None,National Centre for Scientific Research,None,F
362,Israel Institute of Technology,None,Israel Institute of Technology,None,F
363,Istituto Nazionale di Astrofisica,None,National Institute for Astrophysics,None,F
364,Istrituto Nazionale di Astrofisica,None,Istrituto Nazionale di Astrofisica,None,F
365,Istrituto Nazionale di Astrofisica,None,Istrituto Nazionale di Astrofisica,None,F
366,Italian National Institute of Astrophysics (INAF),None,National Institute for Astrophysics,None,F
367,IUP RESEARCH INSTITUTE,15705-1001,IUP Research Institute,None,None
368,J. F. Drake State Community and Technical College,"3421 Meridian St N, Huntsville, AL 35811",J. F. Drake State Community and Technical College,HBCU,None
369,J.Geary - SAO,None,Harvard University,None,R1
370,JAMES MADISON UNIVERSITY,None,James Madison University,None,R2
371,Japan Aerospace Exploration Agency,None,Japan Aerospace Exploration Agency,None,F
372,Japan Aerospace Exploration Agency,None,Japan Aerospace Exploration Agency,None,F
373,Jet Propulsion Lab,CALIFORNIA INSTITUTE OF TECHNOLOGY,California Institute of Technology,None,R1
374,"Jet Propulsion Lab (Pasadena, CA)",None,California Institute of Technology,None,R1
375,Jet Propulsion Laboratory,None,Jet Propulsion Laboratory,None,G
376,Jet Propulsion Laboratory,None,Jet Propulsion Laboratory,None,G
377,Jet Propulsion Laboratory,None,California Institute of Technology,None,R1
378,Jet Propulsion Laboratory - California Institute of Technology,CALIFORNIA INSTITUTE OF TECHNOLOGY,California Institute of Technology,None,R1
379,Jet Propulsion Laboratory / California Institute of Technology,None,California Institute of Technology,None,R1
380,"Jet Propulsion Laboratory, California Institute of Technology",None,California Institute of Technology,None,R1
381,Jet Propulsion LaboratoryM/S 238-600,None,California Institute of Technology,None,R1
382,JHU Applied Physics Laboratory,None,Johns Hopkins University,None,R1
383,JILA,None,University of Colorado Boulder,None,R1
384,Johns Hopkins University,None,Johns Hopkins University,None,R1
385,"JOHNS HOPKINS UNIVERSITY, THE",JOHNS HOPKINS UNIVERSITY,Johns Hopkins University,None,R1
386,JPL,None,California Institute of Technology,None,R1
387,JPL/Caltech,None,California Institute of Technology,None,R1
388,Jun-Hui Zhao,None,None,None,None
389,KANSAS STATE UNIVERSITY,None,Kansas State University,None,R1
390,Kapteyn Astrophysical Institute,None,University of Groningen,None,F
391,Kapteyn Astrophysical Institute,None,University of Groningen,None,F
392,Kavli Institute for Cosmological Physics,None,University of Chicago,None,R1
393,Keele University,None,Keele University,None,F
394,Keele University,None,Keele University,None,F
395,Kendrick Aerospace Consulting LLC,None,"Kendrick Aerospace Consulting, LLC",None,I
396,"Kendrick Aerospace Consulting, LLC",None,"Kendrick Aerospace Consulting, LLC",None,I
397,KENNESAW STATE UNIVERSITY,None,Kennesaw State University,None,R2
398,Kennesaw State University Research and Service Foundation,Kennesaw State University,Kennesaw State University,None,R2
399,Kenneth J Johnston,None,None,None,None
400,Kent State University,None,Kent State University at Kent,None,R1
