,Exception Name,GeoPy Sub,Carnegie Name,MSI Classification,Research Classification
340,GEORGIA TECH RESEARCH CORPORATION,None,Georgia Institute of Technology-Main Campus,None,R1
341,MONTANA STATE UNIVERSITY,None,Montana State University,None,R1
342,UNIVERSITY OF WASHINGTON,None,University of Washington-Seattle Campus,None,R1
343,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,None,University of Massachusetts-Dartmouth,None,R2
344,UNIVERSITY OF ROCHESTER,None,University of Rochester,None,R1
345,CARNEGIE MELLON UNIVERSITY,None,Carnegie Mellon University,None,R1
346,"UNIVERSITY OF MARYLAND, COLLEGE PARK",None,University of Maryland-College Park,None,R1
347,CASE WESTERN RESERVE UNIVERSITY,None,Case Western Reserve University,None,R1
348,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",None,University of California-San Diego,None,R1
349,KANSAS STATE UNIVERSITY,None,Kansas State University,None,R1
350,CALIFORNIA INSTITUTE OF TECHNOLOGY,None,California Institute of Technology,None,R1
351,TX A & M UNIVERSITY COMMERCE,None,Texas A & M University-Commerce,None,R2 - 17
352,UNIVERSITY OF WISCONSIN SYSTEM,None,University of Wisconsin-Madison,None,R1
353,NEW JERSEY INSTITUTE OF TECHNOLOGY,None,New Jersey Institute of Technology,None,R1
354,"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY, INC.",None,"Association Of Universities For Research In Astronomy, Inc.",None,I
355,"UNIVERSITY OF PITTSBURGH, THE",None,University of Pittsburgh-Pittsburgh Campus,None,R1
356,UNIVERSITY OF TEXAS AT AUSTIN,None,The University of Texas at Austin,None,R1
357,SPACE SCIENCE INSTITUTE,None,Space Science Institute,None,I
358,UNIVERSITY OF SOUTHERN CALIFORNIA,None,University of Southern California,None,R1
359,UNIVERSITY OF FLORIDA,None,University of Florida,None,R1
360,LOUISIANA STATE UNIVERSITY,None,Louisiana State University and Agricultural & Mechanical College,None,R1
361,MICHIGAN STATE UNIVERSITY,None,Michigan State University,None,R1
362,UNIVERSITY OF DELAWARE,None,University of Delaware,None,R1
363,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",None,University of California-Los Angeles,None,R1
364,"UNIVERSITY OF CALIFORNIA, IRVINE",None,University of California-Irvine,None,R1
365,DREXEL UNIVERSITY,None,Drexel University,None,R1
366,"WASHINGTON UNIVERSITY, THE",None,Washington University in St Louis,None,R1
367,OHIO UNIVERSITY,None,Ohio University-Main Campus,None,R1
368,UTAH STATE UNIVERSITY,None,Utah State University,None,R1
369,UNIVERSITY OF CALIFORNIA SANTA CRUZ,None,University of California-Santa Cruz,HSI,R1
370,NAVAL RESEARCH LABORATORY,None,Naval Research Laboratory,None,G
371,REGENTS OF THE UNIVERSITY OF MINNESOTA,None,University of Minnesota-Twin Cities,None,R1
372,BRIGHAM YOUNG UNIVERSITY,None,Brigham Young University,None,R2
373,UNIVERSITY OF NOTRE DAME DU LAC,None,University of Notre Dame,None,R1
374,SOUTHWEST RESEARCH INSTITUTE,None,Southwest Research Institute,None,RC
375,NORTHWESTERN UNIVERSITY,None,Northwestern University,None,R1
376,UNIVERSITY OF OKLAHOMA,None,University of Oklahoma-Norman Campus,None,R1
377,UNIVERSITY OF TEXAS AT DALLAS,None,The University of Texas at Dallas,None,R1
378,NEW YORK UNIVERSITY,None,New York University,None,R1
379,WILLIAM MARSH RICE UNIVERSITY,None,Rice University,None,R1
380,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",None,University of California-Santa Barbara,HSI,R1
381,FLORIDA STATE UNIVERSITY,None,Florida State University,None,R1
382,Oak Ridge National Laboratory,None,Oak Ridge National Laboratory,None,RC
383,Oak Ridge National Laboratory,None,Oak Ridge National Laboratory,None,RC
384,University of Washington,None,University of Washington-Seattle Campus,None,R1
385,"EUREKA SCIENTIFIC, INC.",None,"Eureka Scientific, Inc.",None,I
386,University of Michigan,None,University of Michigan-Ann Arbor,None,R1
387,"University of Nevada, Las Vegas",None,University of Nevada-Las Vegas,None,R1
388,American Museum of Natural History,None,American Museum of Natural History,None,RC
389,American Museum of Natural History,None,American Museum of Natural History,None,RC
390,North Carolina State Univ.,None,North Carolina State University at Raleigh,None,R1
391,University of Massachusetts Amherst,None,University of Massachusetts-Amherst,None,R1
392,University of Massachusetts,None,University of Massachusetts-Amherst,None,R1
393,University of Maryland,None,University of Maryland-College Park,None,R1
394,University of Pittsburgh,None,University of Pittsburgh-Pittsburgh Campus,None,R1
395,University of Texas at Austin,None,The University of Texas at Austin,None,R1
396,Osaka University,None,Osaka University,None,F
397,Osaka University,None,Osaka University,None,F
398,Institute for Advanced Study,None,Princeton University,None,R1
399,University of Colorado,None,University of Colorado Boulder,None,R1
400,SUNY at Buffalo,None,SUNY Buffalo State,None,R2 - 18
401,"University of California, Riverside",None,University of California-Riverside,HSI,R1
402,Naval Research Laboratory,None,Naval Research Laboratory,None,G
403,Naval Research Laboratory,None,Naval Research Laboratory,None,G
404,Georgia Institute of Technology,None,Georgia Institute of Technology-Main Campus,None,R1
405,University of Oklahoma,None,University of Oklahoma-Norman Campus,None,R1
406,Rutgers University,None,Rutgers University-New Brunswick,None,R1
407,The Ohio State University,None,Ohio State University-Main Campus,None,R1
408,Los Alamos National Laboratory,None,Los Alamos National Laboratory,None,G
409,Los Alamos National Laboratory,None,Los Alamos National Laboratory,None,G
410,University of California,None,University of California-Berkeley,None,R1
411,University of Wisconsin - La Crosse,None,University of Wisconsin-La Crosse,None,R2 - 18
412,"University of California, San Diego",None,University of California-San Diego,None,R1
413,Penn State University,None,The Pennsylvania State University,None,R1
414,STScI,None,Space Telescope Science Institute,None,RC
415,University of California Santa Cruz,None,University of California-Santa Cruz,HSI,R1
416,University of Texas Rio Grande Valley,None,The University of Texas Rio Grande Valley,HSI,R2
417,"University of California, Irvine",None,University of California-Irvine,None,R1
418,"University of California, Santa Cruz",None,University of California-Santa Cruz,HSI,R1
419,University of California Irvine,None,University of California-Irvine,None,R1
420,University of Virginia,None,University of Virginia-Main Campus,None,R1
421,"University of California, Santa Barbara",None,University of California-Santa Barbara,HSI,R1
422,University of Tennessee,None,The University of Tennessee-Knoxville,None,R1
423,UC Berkeley,None,University of California-Berkeley,None,R1
424,JILA,None,University of Colorado Boulder,None,R1
425,UW-Madison,None,University of Wisconsin-Madison,None,R1
426,University of New Mexico,None,University of New Mexico-Main Campus,HSI,R1
427,Louisiana State University,None,Louisiana State University and Agricultural & Mechanical College,None,R1
428,University of Illinois,None,University of Illinois Urbana-Champaign,None,R1
429,University of Texas,None,The University of Texas at Austin,None,R1
430,NASA/Goddard Space Flight Center,None,NASA Goddard Space Flight Center,None,G
431,UCSD,None,University of California-San Diego,None,R1
432,"University of California,  Irvine",None,University of California-Irvine,None,R1
433,harvard-smithsonian center for astrophysics,None,Harvard University,None,R1
434,University of Hawaii,None,University of Hawaii at Manoa,None,R1
435,YALE UNIVERSITY,None,Yale University,None,R1
436,XAVIER UNIVERSITY,None,Xavier University,None,R2 - 17
437,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,None,Massachusetts Institute of Technology,None,R1
438,UNIVERSITY OF TENNESSEE,None,The University of Tennessee-Knoxville,None,R1
439,PURDUE UNIVERSITY,None,Purdue University-Main Campus,None,R1
440,SETI INSTITUTE,None,SETI Institute,None,RC
441,COLLEGE OF CHARLESTON,None,College of Charleston,None,R2 - 19
442,UNIVERSITY OF MISSISSIPPI,None,University of Mississippi,None,R1
443,LOWELL OBSERVATORY,None,University of Arizona,None,R1
444,FLORIDA ATLANTIC UNIVERSITY,None,Florida Atlantic University,None,R2
445,PLANETARY SCIENCE INSTITUTE,None,Planetary Science Institute,None,RC
446,WASHINGTON STATE UNIVERSITY,None,Washington State University,None,R1
447,UNIVERSITY OF MIAMI,None,University of Miami,None,R1
448,"OHIO STATE UNIVERSITY, THE",None,Ohio State University-Main Campus,None,R1
449,"VANDERBILT UNIVERSITY, THE",None,Vanderbilt University,None,R1
450,CARNEGIE INSTITUTION OF WASHINGTON,None,Carnegie Institution for Science,None,RC
451,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,None,University of Maryland-Baltimore County,None,R1
452,PAL FOUNDATION,None,PAL Foundation,None,I
453,"UNIVERSITY OF UTAH, THE",None,University of Utah,None,R1
454,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY, INC.",None,Embry-Riddle Aeronautical University-Daytona Beach,None,R2 - 18
455,SYRACUSE UNIVERSITY,None,Syracuse University,None,R1
456,GEORGE MASON UNIVERSITY,None,George Mason University,None,R1
457,UNIVERSITY OF ALABAMA,None,The University of Alabama,None,R1
458,JAMES MADISON UNIVERSITY,None,James Madison University,None,R2
459,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,None,University of North Carolina at Chapel Hill,None,R1
460,"STRUCK, JAMES",None,None,None,None
461,UNIVERSITAT DE BARCELONA,None,Universitat de Barcelona,None,F
462,Universitat de Barcelona,None,Universitat de Barcelona,None,F
463,EAST TENNESSEE STATE UNIVERSITY,None,East Tennessee State University,None,R2
464,COLORADO SEMINARY,None,Denver Seminary,None,R2 - 19
465,NORTH CAROLINA CENTRAL UNIVERSITY,None,North Carolina Central University,HBCU,R2 - 18
466,"UNIVERSITY OF NEW MEXICO, THE",None,University of New Mexico-Main Campus,HSI,R1
467,ASTROPHYSICAL ADVANCES,None,Astrophysical Advances,None,I
468,BARNARD COLLEGE,None,Barnard College,None,4Y
469,UNIVERSITY OF CINCINNATI,None,University of Cincinnati-Main Campus,None,R1
470,TEXAS A & M UNIVERSITY,None,Texas A & M University-College Station,HSI,R1
471,OREGON STATE UNIVERSITY,None,Oregon State University,None,R1
472,UNIVERSITY OF OREGON,None,University of Oregon,None,R1
473,"UNIVERSITY CORPORATION, THE",None,California State University-Northridge,HSI,R2 - 18
474,New York City College of Technology,None,CUNY New York City College of Technology,HSI,4Y
475,Queensborough Community College,None,CUNY Queensborough Community College,HSI,2Y
476,New Jersey Institute Of Technology,None,New Jersey Institute of Technology,None,R1
477,WESTERN MICHIGAN UNIVERSITY,None,Western Michigan University,None,R2
478,BROWN UNIVERSITY,None,Brown University,None,R1
479,RENSSELAER POLYTECHNIC INSTITUTE,None,Rensselaer Polytechnic Institute,None,R1
480,UNIVERSITIES SPACE RESEARCH ASSOCIATION,None,Universities Space Research Association,None,I
481,Universities Space Research Association,None,Universities Space Research Association,None,I
482,"UNIVERSITY OF CALIFORNIA, DAVIS",None,University of California-Davis,None,R1
483,KENNESAW STATE UNIVERSITY,None,Kennesaw State University,None,R2
484,UNIVERSITY OF MASSACHUSETTS,None,University of Massachusetts-Amherst,None,R1
485,"GEORGE WASHINGTON UNIVERSITY, THE",None,George Washington University,None,R1
486,UNIVERSITY OF NORTH GEORGIA,None,University of North Georgia,None,R2 - 18
487,HOBART AND WILLIAM SMITH COLLEGES,None,Hobart William Smith Colleges,None,4Y
488,SWARTHMORE COLLEGE,None,Swarthmore College,None,4Y
489,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",None,Georgia State University,None,R1
490,UNIVERSITY OF CONNECTICUT,None,University of Connecticut,None,R1
491,"University Of Missouri, Kansas City",None,University of Missouri-Kansas City,None,R2
492,University of Hawaii Systems,None,University of Hawaii at Manoa,None,R1
493,"University of Wisconsin, Whitewater",None,University of Wisconsin-Whitewater,None,R2 - 18
494,"Connecticut State University, New Haven",None,Southern Connecticut State University,None,R2 - 18
495,"University Of Alaska, Anchorage",None,University of Alaska Anchorage,None,R2 - 18
496,University of  Chicago,None,University of Chicago,None,R1
497,UNIVERSITY OF CHICAGO,None,University of Chicago,None,R1
498,Foundation for Research and Technology (FORTH),None,Foundation for Research and Technology,None,F
499,Foundation for Research and Technology,None,Foundation for Research and Technology,None,F
500,Spectral Sciences Inc.,None,"Spectral Sciences, Inc",None,I
501,Smithsonian Observatory,None,Harvard University,None,R1
502,SRON space research organization netherlands,None,Space Research Organization Netherlands,None,F
